step , loss 
170951 , 12.76
170952 , 58.78
170953 , 25.61
170954 , 16.78
170955 , 36.51
170956 , 21.59
170957 , 27.54
170958 , 27.26
170959 , 23.21
170960 , 11.33
170961 , 16.94
170962 , 15.51
170963 , 15.75
170964 , 28.47
170965 , 25.93
170966 , 23.77
170967 , 39.57
170968 , 14.51
170969 , 22.10
170970 , 20.79
170971 , 31.72
170972 , 25.70
170973 , 39.20
170974 , 32.31
170975 , 21.84
170976 , 21.47
171841 , 21.01
171842 , 16.15
171843 , 21.64
171844 , 31.69
171845 , 15.71
171846 , 21.52
171847 , 39.06
171848 , 27.11
171849 , 31.84
171850 , 18.99
171851 , 24.95
171852 , 74.83
171853 , 21.41
171854 , 23.58
171855 , 41.65
171856 , 32.53
171857 , 29.20
171858 , 19.25
171859 , 40.90
171860 , 20.59
171861 , 56.57
171862 , 27.03
171863 , 27.63
171864 , 16.40
171865 , 40.39
171866 , 23.41
171867 , 16.17
171868 , 31.79
171869 , 19.73
171870 , 12.56
171871 , 14.45
171872 , 13.70
171873 , 25.99
171874 , 10.04
171875 , 12.88
171876 , 32.16
171877 , 27.20
171878 , 22.99
171879 , 11.10
171880 , 23.74
171881 , 36.63
171882 , 43.66
171883 , 27.62
171884 , 38.96
171885 , 23.49
171886 , 36.32
171887 , 44.08
171888 , 37.28
171889 , 10.95
171890 , 13.67
171891 , 30.00
171892 , 28.51
171893 , 36.21
171894 , 41.74
171895 , 27.36
171896 , 44.28
171897 , 16.22
171898 , 49.90
171899 , 18.63
171900 , 29.17
171901 , 44.20
171902 , 22.82
171903 , 21.60
171904 , 22.07
171905 , 22.04
171906 , 12.62
171907 , 14.62
171908 , 21.71
171909 , 27.45
171910 , 20.35
171911 , 17.46
171912 , 56.96
171913 , 28.76
171914 , 16.99
171915 , 35.02
171916 , 20.53
171917 , 29.00
171918 , 25.95
171919 , 21.66
171920 , 12.55
171921 , 15.66
171922 , 13.27
171923 , 13.55
171924 , 26.05
171925 , 26.59
171926 , 22.92
171927 , 37.02
171928 , 14.81
171929 , 16.70
171930 , 23.15
171931 , 32.36
171932 , 27.49
171933 , 38.55
171934 , 34.23
171935 , 22.81
171936 , 17.96
172801 , 24.66
172802 , 16.51
172803 , 23.21
172804 , 38.46
172805 , 14.50
172806 , 16.01
172807 , 38.87
172808 , 24.69
172809 , 27.58
172810 , 22.30
172811 , 22.46
172812 , 86.52
172813 , 28.12
172814 , 23.36
172815 , 46.60
172816 , 32.95
172817 , 36.54
172818 , 15.82
172819 , 50.48
172820 , 21.50
172821 , 59.12
172822 , 26.62
172823 , 24.48
172824 , 15.66
172825 , 36.65
172826 , 20.57
172827 , 20.45
172828 , 26.70
172829 , 18.99
172830 , 12.47
172831 , 16.37
172832 , 11.76
172833 , 28.79
172834 , 9.62
172835 , 11.05
172836 , 30.43
172837 , 30.18
172838 , 22.35
172839 , 13.12
172840 , 26.89
172841 , 38.53
172842 , 51.66
172843 , 29.95
172844 , 34.29
172845 , 19.27
172846 , 34.92
172847 , 43.77
172848 , 40.46
172849 , 12.34
172850 , 18.90
172851 , 24.22
172852 , 27.82
172853 , 36.29
172854 , 42.45
172855 , 29.89
172856 , 49.64
172857 , 16.51
172858 , 44.70
172859 , 15.56
172860 , 26.57
172861 , 42.70
172862 , 23.64
172863 , 22.80
172864 , 31.29
172865 , 22.73
172866 , 11.37
172867 , 15.68
172868 , 23.93
172869 , 23.71
172870 , 19.91
172871 , 16.01
172872 , 52.83
172873 , 24.73
172874 , 18.51
172875 , 31.63
172876 , 26.32
172877 , 27.85
172878 , 27.47
172879 , 24.27
172880 , 13.41
172881 , 16.37
172882 , 13.16
172883 , 15.18
172884 , 28.28
172885 , 35.13
172886 , 27.81
172887 , 42.99
172888 , 17.86
172889 , 18.79
172890 , 18.04
172891 , 39.81
172892 , 29.33
172893 , 40.24
172894 , 32.32
172895 , 20.34
172896 , 19.83
173761 , 21.37
173762 , 16.25
173763 , 19.37
173764 , 34.34
173765 , 13.32
173766 , 16.92
173767 , 36.48
173768 , 26.75
173769 , 32.13
173770 , 26.04
173771 , 25.29
173772 , 68.13
173773 , 24.95
173774 , 22.12
173775 , 48.20
173776 , 33.39
173777 , 38.69
173778 , 14.63
173779 , 44.03
173780 , 16.42
173781 , 59.90
173782 , 28.90
173783 , 28.44
173784 , 16.43
173785 , 43.11
173786 , 22.18
173787 , 16.32
173788 , 23.02
173789 , 16.59
173790 , 14.44
173791 , 16.00
173792 , 10.36
173793 , 31.68
173794 , 11.53
173795 , 14.22
173796 , 30.12
173797 , 30.31
173798 , 27.80
173799 , 15.13
173800 , 22.45
173801 , 44.57
173802 , 43.32
173803 , 31.70
173804 , 40.60
173805 , 19.93
173806 , 38.20
173807 , 43.75
173808 , 42.12
173809 , 10.47
173810 , 16.52
173811 , 30.34
173812 , 29.73
173813 , 33.43
173814 , 42.42
173815 , 32.28
173816 , 41.47
173817 , 13.30
173818 , 50.87
173819 , 17.37
173820 , 29.83
173821 , 46.00
173822 , 26.72
173823 , 27.75
173824 , 26.64
173825 , 25.45
173826 , 14.40
173827 , 18.86
173828 , 22.34
173829 , 20.43
173830 , 20.41
173831 , 19.86
173832 , 64.57
173833 , 26.96
173834 , 17.49
173835 , 33.08
173836 , 25.75
173837 , 28.92
173838 , 25.20
173839 , 26.01
173840 , 15.94
173841 , 15.94
173842 , 13.62
173843 , 14.08
173844 , 27.11
173845 , 27.39
173846 , 25.53
173847 , 38.70
173848 , 19.16
173849 , 19.05
173850 , 20.66
173851 , 33.57
173852 , 24.30
173853 , 38.05
173854 , 30.67
173855 , 23.73
173856 , 18.44
174721 , 22.67
174722 , 22.74
174723 , 22.97
174724 , 37.15
174725 , 16.16
174726 , 16.04
174727 , 39.23
174728 , 32.65
174729 , 33.41
174730 , 19.14
174731 , 21.57
174732 , 83.76
174733 , 28.93
174734 , 21.12
174735 , 49.37
174736 , 35.13
174737 , 35.57
174738 , 14.40
174739 , 51.97
174740 , 18.57
174741 , 61.63
174742 , 28.78
174743 , 26.35
174744 , 14.48
174745 , 45.94
174746 , 20.77
174747 , 13.62
174748 , 21.00
174749 , 18.14
174750 , 15.96
174751 , 14.15
174752 , 12.93
174753 , 27.17
174754 , 9.97
174755 , 11.07
174756 , 32.26
174757 , 26.02
174758 , 24.99
174759 , 12.52
174760 , 24.93
174761 , 36.56
174762 , 48.36
174763 , 28.10
174764 , 40.73
174765 , 20.62
174766 , 35.31
174767 , 48.61
174768 , 35.06
174769 , 15.12
174770 , 19.71
174771 , 27.52
174772 , 28.81
174773 , 40.18
174774 , 40.05
174775 , 26.91
174776 , 40.09
174777 , 19.94
174778 , 50.41
174779 , 16.28
174780 , 25.74
174781 , 50.51
174782 , 21.12
174783 , 22.08
174784 , 22.88
174785 , 21.17
174786 , 12.50
174787 , 16.91
174788 , 16.74
174789 , 25.07
174790 , 20.95
174791 , 17.40
174792 , 52.03
174793 , 24.03
174794 , 16.10
174795 , 32.58
174796 , 23.35
174797 , 35.93
174798 , 28.18
174799 , 24.87
174800 , 11.61
174801 , 16.71
174802 , 14.46
174803 , 16.23
174804 , 29.14
174805 , 35.39
174806 , 25.59
174807 , 39.49
174808 , 14.05
174809 , 24.60
174810 , 25.09
174811 , 30.59
174812 , 24.98
174813 , 36.62
174814 , 33.82
174815 , 27.06
174816 , 21.90
175681 , 23.50
175682 , 20.22
175683 , 25.96
175684 , 34.63
175685 , 13.59
175686 , 19.91
175687 , 41.18
175688 , 24.19
175689 , 32.80
175690 , 20.25
175691 , 22.05
175692 , 72.66
175693 , 23.00
175694 , 20.63
175695 , 48.18
175696 , 33.87
175697 , 32.45
175698 , 13.19
175699 , 41.84
175700 , 18.95
175701 , 61.86
175702 , 27.19
175703 , 24.60
175704 , 16.78
175705 , 35.43
175706 , 20.14
175707 , 17.02
175708 , 27.46
175709 , 13.41
175710 , 15.54
175711 , 18.37
175712 , 13.40
175713 , 30.61
175714 , 10.39
175715 , 16.35
175716 , 42.02
175717 , 26.54
175718 , 25.99
175719 , 10.65
175720 , 26.11
175721 , 38.85
175722 , 43.26
175723 , 37.14
175724 , 35.01
175725 , 21.24
175726 , 37.23
175727 , 45.57
175728 , 43.90
175729 , 11.73
175730 , 14.68
175731 , 25.28
175732 , 29.60
175733 , 37.84
175734 , 43.59
175735 , 35.94
175736 , 43.69
175737 , 14.26
175738 , 55.28
175739 , 18.78
175740 , 29.11
175741 , 40.80
175742 , 24.55
175743 , 21.09
175744 , 23.49
175745 , 29.61
175746 , 15.05
175747 , 22.46
175748 , 18.64
175749 , 27.21
175750 , 23.28
175751 , 16.95
175752 , 51.11
175753 , 26.46
175754 , 17.93
175755 , 33.78
175756 , 18.02
175757 , 27.66
175758 , 28.00
175759 , 23.01
175760 , 13.43
175761 , 17.04
175762 , 14.10
175763 , 15.85
175764 , 28.56
175765 , 30.02
175766 , 25.46
175767 , 29.39
175768 , 15.11
175769 , 20.66
175770 , 23.47
175771 , 30.71
175772 , 23.96
175773 , 35.69
175774 , 31.44
175775 , 23.58
175776 , 23.91
176641 , 27.27
176642 , 17.50
176643 , 29.57
176644 , 25.91
176645 , 15.81
176646 , 17.77
176647 , 40.91
176648 , 25.03
176649 , 30.09
176650 , 21.77
176651 , 21.81
176652 , 80.97
176653 , 25.46
176654 , 23.81
176655 , 41.83
176656 , 33.43
176657 , 38.06
176658 , 15.75
176659 , 41.17
176660 , 19.85
176661 , 60.12
176662 , 27.76
176663 , 21.66
176664 , 17.22
176665 , 43.00
176666 , 21.43
176667 , 19.23
176668 , 20.93
176669 , 14.62
176670 , 15.46
176671 , 14.75
176672 , 12.30
176673 , 24.91
176674 , 8.15
176675 , 12.94
176676 , 36.37
176677 , 30.21
176678 , 31.66
176679 , 11.00
176680 , 23.13
176681 , 41.62
176682 , 46.03
176683 , 25.92
176684 , 35.87
176685 , 20.04
176686 , 37.14
176687 , 42.16
176688 , 43.38
176689 , 18.65
176690 , 16.01
176691 , 25.15
176692 , 28.69
176693 , 32.88
176694 , 48.35
176695 , 27.18
176696 , 46.17
176697 , 16.73
176698 , 49.22
176699 , 14.02
176700 , 24.99
176701 , 48.43
176702 , 20.67
176703 , 27.23
176704 , 31.37
176705 , 24.14
176706 , 13.33
176707 , 15.05
176708 , 23.20
176709 , 32.14
176710 , 20.66
176711 , 17.27
176712 , 55.25
176713 , 22.07
176714 , 15.73
176715 , 32.58
176716 , 21.02
176717 , 32.06
176718 , 26.94
176719 , 26.75
176720 , 10.01
176721 , 16.73
176722 , 13.56
176723 , 14.82
176724 , 25.57
176725 , 23.29
176726 , 28.85
176727 , 43.97
176728 , 15.88
176729 , 21.88
176730 , 25.27
176731 , 38.59
176732 , 22.40
176733 , 36.21
176734 , 33.26
176735 , 21.30
176736 , 21.99
177601 , 23.05
177602 , 15.80
177603 , 23.51
177604 , 41.84
177605 , 15.20
177606 , 16.39
177607 , 40.92
177608 , 24.91
177609 , 34.46
177610 , 20.16
177611 , 21.90
177612 , 64.62
177613 , 21.98
177614 , 21.85
177615 , 43.18
177616 , 37.07
177617 , 40.68
177618 , 19.34
177619 , 42.52
177620 , 19.35
177621 , 60.96
177622 , 27.84
177623 , 23.61
177624 , 15.03
177625 , 42.35
177626 , 19.81
177627 , 16.76
177628 , 25.05
177629 , 14.63
177630 , 15.48
177631 , 13.32
177632 , 11.39
177633 , 23.87
177634 , 10.53
177635 , 12.45
177636 , 34.04
177637 , 31.08
177638 , 29.69
177639 , 10.62
177640 , 25.33
177641 , 37.43
177642 , 51.81
177643 , 30.64
177644 , 41.46
177645 , 24.01
177646 , 36.47
177647 , 43.01
177648 , 41.71
177649 , 10.01
177650 , 18.76
177651 , 30.89
177652 , 27.32
177653 , 41.85
177654 , 37.75
177655 , 34.54
177656 , 39.65
177657 , 20.32
177658 , 51.01
177659 , 16.26
177660 , 28.21
177661 , 48.86
177662 , 22.18
177663 , 22.27
177664 , 22.69
177665 , 27.84
177666 , 14.04
177667 , 19.11
177668 , 24.71
177669 , 24.45
177670 , 25.06
177671 , 16.93
177672 , 53.91
177673 , 22.82
177674 , 20.91
177675 , 31.90
177676 , 22.73
177677 , 24.94
177678 , 29.86
177679 , 23.50
177680 , 12.20
177681 , 18.29
177682 , 15.26
177683 , 15.83
177684 , 28.90
177685 , 25.64
177686 , 25.28
177687 , 39.71
177688 , 17.95
177689 , 21.88
177690 , 23.55
177691 , 32.33
177692 , 24.70
177693 , 38.84
177694 , 29.45
177695 , 21.73
177696 , 21.05
178561 , 20.50
178562 , 16.38
178563 , 20.30
178564 , 29.89
178565 , 15.64
178566 , 16.62
178567 , 38.75
178568 , 23.65
178569 , 28.20
178570 , 17.32
178571 , 28.39
178572 , 76.22
178573 , 22.13
178574 , 21.84
178575 , 41.71
178576 , 33.84
178577 , 34.65
178578 , 15.16
178579 , 41.55
178580 , 21.49
178581 , 58.79
178582 , 25.98
178583 , 25.50
178584 , 17.24
178585 , 40.70
178586 , 19.47
178587 , 16.60
178588 , 27.79
178589 , 19.28
178590 , 13.42
178591 , 15.22
178592 , 13.26
178593 , 24.81
178594 , 12.70
178595 , 12.23
178596 , 34.20
178597 , 26.31
178598 , 27.25
178599 , 11.00
178600 , 22.73
178601 , 40.38
178602 , 49.14
178603 , 22.99
178604 , 40.11
178605 , 21.03
178606 , 35.11
178607 , 44.01
178608 , 42.28
178609 , 10.45
178610 , 17.12
178611 , 31.60
178612 , 27.10
178613 , 39.86
178614 , 44.16
178615 , 28.71
178616 , 43.03
178617 , 17.35
178618 , 50.05
178619 , 15.96
178620 , 26.25
178621 , 53.22
178622 , 27.67
178623 , 21.03
178624 , 23.54
178625 , 26.16
178626 , 13.01
178627 , 17.34
178628 , 24.51
178629 , 30.68
178630 , 17.93
178631 , 16.38
178632 , 60.04
178633 , 22.32
178634 , 20.80
178635 , 28.78
178636 , 27.02
178637 , 27.35
178638 , 29.60
178639 , 24.25
178640 , 12.09
178641 , 18.27
178642 , 13.29
178643 , 18.62
178644 , 29.87
178645 , 27.34
178646 , 21.61
178647 , 35.22
178648 , 15.45
178649 , 24.78
178650 , 26.63
178651 , 34.63
178652 , 25.09
178653 , 41.22
178654 , 36.31
178655 , 24.82
178656 , 18.73
179521 , 21.69
179522 , 17.15
179523 , 27.74
179524 , 33.81
179525 , 15.51
179526 , 16.74
179527 , 36.11
179528 , 27.84
179529 , 31.77
179530 , 24.15
179531 , 21.21
179532 , 84.34
179533 , 23.39
179534 , 24.34
179535 , 50.20
179536 , 34.58
179537 , 38.42
179538 , 16.49
179539 , 42.48
179540 , 19.43
179541 , 60.10
179542 , 26.37
179543 , 24.84
179544 , 16.43
179545 , 38.22
179546 , 20.15
179547 , 16.18
179548 , 21.67
179549 , 18.63
179550 , 13.57
179551 , 12.61
179552 , 12.42
179553 , 26.34
179554 , 12.21
179555 , 14.91
179556 , 42.99
179557 , 26.36
179558 , 24.29
179559 , 12.63
179560 , 25.01
179561 , 46.83
179562 , 47.21
179563 , 24.74
179564 , 37.37
179565 , 22.28
179566 , 37.22
179567 , 47.52
179568 , 45.84
179569 , 11.66
179570 , 15.22
179571 , 25.24
179572 , 29.51
179573 , 36.38
179574 , 46.52
179575 , 30.17
179576 , 40.73
179577 , 16.09
179578 , 48.85
179579 , 17.37
179580 , 29.75
179581 , 46.96
179582 , 28.96
179583 , 24.74
179584 , 24.81
179585 , 21.57
179586 , 13.55
179587 , 17.63
179588 , 26.93
179589 , 20.73
179590 , 18.95
179591 , 18.93
179592 , 51.63
179593 , 23.06
179594 , 21.50
179595 , 30.74
179596 , 23.20
179597 , 25.93
179598 , 29.57
179599 , 21.34
179600 , 11.61
179601 , 18.89
179602 , 12.68
179603 , 16.33
179604 , 27.96
179605 , 30.38
179606 , 25.87
179607 , 32.57
179608 , 17.44
179609 , 16.42
179610 , 21.17
179611 , 36.88
179612 , 26.20
179613 , 33.04
179614 , 28.30
179615 , 21.32
179616 , 19.87
180481 , 22.80
180482 , 17.01
180483 , 21.25
180484 , 32.82
180485 , 12.97
180486 , 16.94
180487 , 36.33
180488 , 24.87
180489 , 32.14
180490 , 22.25
180491 , 22.08
180492 , 67.46
180493 , 26.72
180494 , 24.29
180495 , 47.34
180496 , 35.42
180497 , 32.76
180498 , 17.12
180499 , 41.69
180500 , 17.39
180501 , 58.64
180502 , 27.77
180503 , 24.82
180504 , 17.06
180505 , 37.73
180506 , 21.84
180507 , 18.98
180508 , 26.83
180509 , 16.02
180510 , 14.09
180511 , 17.89
180512 , 12.42
180513 , 24.87
180514 , 10.40
180515 , 13.98
180516 , 35.21
180517 , 31.57
180518 , 24.96
180519 , 12.10
180520 , 24.33
180521 , 42.96
180522 , 43.56
180523 , 26.00
180524 , 47.29
180525 , 19.14
180526 , 34.97
180527 , 45.90
180528 , 41.93
180529 , 10.20
180530 , 17.20
180531 , 26.89
180532 , 24.19
180533 , 37.13
180534 , 45.15
180535 , 34.66
180536 , 44.51
180537 , 16.49
180538 , 50.17
180539 , 13.45
180540 , 28.25
180541 , 57.47
180542 , 20.88
180543 , 22.31
180544 , 22.34
180545 , 26.88
180546 , 12.41
180547 , 18.21
180548 , 19.47
180549 , 21.37
180550 , 18.87
180551 , 14.59
180552 , 53.33
180553 , 25.54
180554 , 13.55
180555 , 34.30
180556 , 23.92
180557 , 41.64
180558 , 28.02
180559 , 23.46
180560 , 11.50
180561 , 17.59
180562 , 13.38
180563 , 15.30
180564 , 29.04
180565 , 30.30
180566 , 23.52
180567 , 34.29
180568 , 15.81
180569 , 22.33
180570 , 17.87
180571 , 31.28
180572 , 27.90
180573 , 35.97
180574 , 34.43
180575 , 21.37
180576 , 23.56
181441 , 22.40
181442 , 18.36
181443 , 23.20
181444 , 32.46
181445 , 15.08
181446 , 18.40
181447 , 41.07
181448 , 28.87
181449 , 33.13
181450 , 32.01
181451 , 25.27
181452 , 80.82
181453 , 21.44
181454 , 19.67
181455 , 44.14
181456 , 32.06
181457 , 27.61
181458 , 19.13
181459 , 40.71
181460 , 29.38
181461 , 62.20
181462 , 27.60
181463 , 24.51
181464 , 16.28
181465 , 40.25
181466 , 20.22
181467 , 16.63
181468 , 23.83
181469 , 17.85
181470 , 13.38
181471 , 13.49
181472 , 11.48
181473 , 25.93
181474 , 9.09
181475 , 12.21
181476 , 36.88
181477 , 29.60
181478 , 27.67
181479 , 11.38
181480 , 23.19
181481 , 42.65
181482 , 46.09
181483 , 28.94
181484 , 37.39
181485 , 20.07
181486 , 35.22
181487 , 49.96
181488 , 39.62
181489 , 11.40
181490 , 21.73
181491 , 23.89
181492 , 29.29
181493 , 39.94
181494 , 44.44
181495 , 29.02
181496 , 43.23
181497 , 16.35
181498 , 50.07
181499 , 16.87
181500 , 28.04
181501 , 44.74
181502 , 21.21
181503 , 17.95
181504 , 21.85
181505 , 23.79
181506 , 12.67
181507 , 18.03
181508 , 24.57
181509 , 20.47
181510 , 21.95
181511 , 11.49
181512 , 49.41
181513 , 23.27
181514 , 20.42
181515 , 32.57
181516 , 23.72
181517 , 37.85
181518 , 27.02
181519 , 25.69
181520 , 11.61
181521 , 19.89
181522 , 13.34
181523 , 17.64
181524 , 26.45
181525 , 23.71
181526 , 21.80
181527 , 29.82
181528 , 17.46
181529 , 16.15
181530 , 23.20
181531 , 32.00
181532 , 21.11
181533 , 41.63
181534 , 29.78
181535 , 20.09
181536 , 18.65
182401 , 23.20
182402 , 17.45
182403 , 29.58
182404 , 29.01
182405 , 14.21
182406 , 15.89
182407 , 40.64
182408 , 26.67
182409 , 30.28
182410 , 25.02
182411 , 29.42
182412 , 73.67
182413 , 23.68
182414 , 19.19
182415 , 46.89
182416 , 36.85
182417 , 41.22
182418 , 21.47
182419 , 39.98
182420 , 14.52
182421 , 60.64
182422 , 28.22
182423 , 22.61
182424 , 15.93
182425 , 36.30
182426 , 20.42
182427 , 17.04
182428 , 21.77
182429 , 16.90
182430 , 15.57
182431 , 15.03
182432 , 10.58
182433 , 24.48
182434 , 10.36
182435 , 12.36
182436 , 31.52
182437 , 27.98
182438 , 28.65
182439 , 11.79
182440 , 20.58
182441 , 44.20
182442 , 43.78
182443 , 26.90
182444 , 35.13
182445 , 20.68
182446 , 37.36
182447 , 42.72
182448 , 35.88
182449 , 13.36
182450 , 16.48
182451 , 30.12
182452 , 28.37
182453 , 38.07
182454 , 45.15
182455 , 29.11
182456 , 41.15
182457 , 14.75
182458 , 51.81
182459 , 15.65
182460 , 26.73
182461 , 54.26
182462 , 26.65
182463 , 20.77
182464 , 27.59
182465 , 26.10
182466 , 14.47
182467 , 17.64
182468 , 23.19
182469 , 24.39
182470 , 26.72
182471 , 13.62
182472 , 54.94
182473 , 21.82
182474 , 13.10
182475 , 37.67
182476 , 22.71
182477 , 28.11
182478 , 26.03
182479 , 32.54
182480 , 14.02
182481 , 17.82
182482 , 12.18
182483 , 16.93
182484 , 24.77
182485 , 34.25
182486 , 22.52
182487 , 34.72
182488 , 16.34
182489 , 17.82
182490 , 24.56
182491 , 34.72
182492 , 25.95
182493 , 35.67
182494 , 33.71
182495 , 22.23
182496 , 19.00
183361 , 20.88
183362 , 18.01
183363 , 24.07
183364 , 40.76
183365 , 11.43
183366 , 15.86
183367 , 46.17
183368 , 27.63
183369 , 27.98
183370 , 21.75
183371 , 24.50
183372 , 84.51
183373 , 25.97
183374 , 21.61
183375 , 46.10
183376 , 33.80
183377 , 46.08
183378 , 15.30
183379 , 43.34
183380 , 16.98
183381 , 57.33
183382 , 29.97
183383 , 24.51
183384 , 16.42
183385 , 37.06
183386 , 22.64
183387 , 15.13
183388 , 27.26
183389 , 16.57
183390 , 14.58
183391 , 13.24
183392 , 12.15
183393 , 24.03
183394 , 8.52
183395 , 10.58
183396 , 42.01
183397 , 28.95
183398 , 29.99
183399 , 11.60
183400 , 24.09
183401 , 38.02
183402 , 46.00
183403 , 36.18
183404 , 36.38
183405 , 20.05
183406 , 38.70
183407 , 45.26
183408 , 36.30
183409 , 11.06
183410 , 15.76
183411 , 31.48
183412 , 29.91
183413 , 39.80
183414 , 42.51
183415 , 29.86
183416 , 39.75
183417 , 14.60
183418 , 53.84
183419 , 17.18
183420 , 29.14
183421 , 49.20
183422 , 23.83
183423 , 26.24
183424 , 24.39
183425 , 27.27
183426 , 12.73
183427 , 17.75
183428 , 22.91
183429 , 24.91
183430 , 20.39
183431 , 15.90
183432 , 53.47
183433 , 26.10
183434 , 18.09
183435 , 32.07
183436 , 26.35
183437 , 28.05
183438 , 30.72
183439 , 21.86
183440 , 12.53
183441 , 15.92
183442 , 13.82
183443 , 15.81
183444 , 25.06
183445 , 35.70
183446 , 22.20
183447 , 34.05
183448 , 15.16
183449 , 21.55
183450 , 17.76
183451 , 33.44
183452 , 25.74
183453 , 36.67
183454 , 29.40
183455 , 20.82
183456 , 19.25
184321 , 22.13
184322 , 19.72
184323 , 21.71
184324 , 34.32
184325 , 15.43
184326 , 19.30
184327 , 39.52
184328 , 22.20
184329 , 33.59
184330 , 21.34
184331 , 24.04
184332 , 77.30
184333 , 25.19
184334 , 20.07
184335 , 53.17
184336 , 33.80
184337 , 36.57
184338 , 14.45
184339 , 42.20
184340 , 24.01
184341 , 57.71
184342 , 26.94
184343 , 24.90
184344 , 14.01
184345 , 39.22
184346 , 20.06
184347 , 16.87
184348 , 22.56
184349 , 16.28
184350 , 13.59
184351 , 15.53
184352 , 12.04
184353 , 28.00
184354 , 8.29
184355 , 10.90
184356 , 34.16
184357 , 29.78
184358 , 24.21
184359 , 12.06
184360 , 23.05
184361 , 41.83
184362 , 50.86
184363 , 29.16
184364 , 36.57
184365 , 22.25
184366 , 37.71
184367 , 44.06
184368 , 38.86
184369 , 11.75
184370 , 14.57
184371 , 22.96
184372 , 29.01
184373 , 38.70
184374 , 46.47
184375 , 29.14
184376 , 40.55
184377 , 14.68
184378 , 50.02
184379 , 16.90
184380 , 30.91
184381 , 52.49
184382 , 26.02
184383 , 21.07
184384 , 32.69
184385 , 24.89
184386 , 14.76
184387 , 16.63
184388 , 22.44
184389 , 23.21
184390 , 22.61
184391 , 15.02
184392 , 48.95
184393 , 28.02
184394 , 14.27
184395 , 32.04
184396 , 23.00
184397 , 32.70
184398 , 27.70
184399 , 26.84
184400 , 11.70
184401 , 17.39
184402 , 15.05
184403 , 16.22
184404 , 31.27
184405 , 31.79
184406 , 26.17
184407 , 43.99
184408 , 16.80
184409 , 17.73
184410 , 23.67
184411 , 43.90
184412 , 25.86
184413 , 33.71
184414 , 30.30
184415 , 21.21
184416 , 22.24
185281 , 26.42
185282 , 19.51
185283 , 24.91
185284 , 33.11
185285 , 14.00
185286 , 17.71
185287 , 37.92
185288 , 24.82
185289 , 31.38
185290 , 21.05
185291 , 19.61
185292 , 80.97
185293 , 22.59
185294 , 21.70
185295 , 49.77
185296 , 33.04
185297 , 30.48
185298 , 14.44
185299 , 41.96
185300 , 24.73
185301 , 61.40
185302 , 31.09
185303 , 26.35
185304 , 15.54
185305 , 35.58
185306 , 21.68
185307 , 16.90
185308 , 25.30
185309 , 14.72
185310 , 17.89
185311 , 14.75
185312 , 10.69
185313 , 23.83
185314 , 9.46
185315 , 11.69
185316 , 32.89
185317 , 28.80
185318 , 25.00
185319 , 11.79
185320 , 20.03
185321 , 41.30
185322 , 48.02
185323 , 27.95
185324 , 38.24
185325 , 22.35
185326 , 35.93
185327 , 40.95
185328 , 34.36
185329 , 11.03
185330 , 21.36
185331 , 28.72
185332 , 28.35
185333 , 29.55
185334 , 37.56
185335 , 29.69
185336 , 40.89
185337 , 16.57
185338 , 48.13
185339 , 14.19
185340 , 26.89
185341 , 45.41
185342 , 19.59
185343 , 22.42
185344 , 31.14
185345 , 23.59
185346 , 12.69
185347 , 18.09
185348 , 20.78
185349 , 30.39
185350 , 18.26
185351 , 15.74
185352 , 56.65
185353 , 23.91
185354 , 16.06
185355 , 31.61
185356 , 21.80
185357 , 27.28
185358 , 26.77
185359 , 29.03
185360 , 12.43
185361 , 15.61
185362 , 15.40
185363 , 15.28
185364 , 27.09
185365 , 37.30
185366 , 22.77
185367 , 40.11
185368 , 18.30
185369 , 19.91
185370 , 30.65
185371 , 30.96
185372 , 26.17
185373 , 41.68
185374 , 29.69
185375 , 22.41
185376 , 19.37
186241 , 23.44
186242 , 17.28
186243 , 24.29
186244 , 39.06
186245 , 13.56
186246 , 16.61
186247 , 39.49
186248 , 24.54
186249 , 29.98
186250 , 22.42
186251 , 24.08
186252 , 84.96
186253 , 26.52
186254 , 20.55
186255 , 50.99
186256 , 33.36
186257 , 35.66
186258 , 15.01
186259 , 41.37
186260 , 21.69
186261 , 61.67
186262 , 26.14
186263 , 25.17
186264 , 17.98
186265 , 37.79
186266 , 19.36
186267 , 17.68
186268 , 23.89
186269 , 19.52
186270 , 14.32
186271 , 14.45
186272 , 12.39
186273 , 27.38
186274 , 11.12
186275 , 14.27
186276 , 37.82
186277 , 26.45
186278 , 24.95
186279 , 12.10
186280 , 25.03
186281 , 43.01
186282 , 49.22
186283 , 37.45
186284 , 34.88
186285 , 24.36
186286 , 37.19
186287 , 42.38
186288 , 40.85
186289 , 11.12
186290 , 14.94
186291 , 29.24
186292 , 29.50
186293 , 24.66
186294 , 41.32
186295 , 29.47
186296 , 39.81
186297 , 17.94
186298 , 51.51
186299 , 15.66
186300 , 27.71
186301 , 50.23
186302 , 22.90
186303 , 22.22
186304 , 24.57
186305 , 24.42
186306 , 14.17
186307 , 18.02
186308 , 24.26
186309 , 23.12
186310 , 20.12
186311 , 14.75
186312 , 47.70
186313 , 27.41
186314 , 15.91
186315 , 32.72
186316 , 24.59
186317 , 31.93
186318 , 29.19
186319 , 22.60
186320 , 12.60
186321 , 16.53
186322 , 14.53
186323 , 15.02
186324 , 27.62
186325 , 28.88
186326 , 24.50
186327 , 38.11
186328 , 19.81
